"ETL_ID","DELETE_FLAG","ID","OWNERID","ISDELETED","NAMEX","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","DESCRIPCION","AGENCIA","RECIBIDOCLASICOACTUAL","FINANCIADOCLASICOACTUAL","TASA_DE_TRANSFORMACI_N","SOCIEDAD","PRODUCCIONENERO","PRODUCCIONFEBRERO","PRODUCCIONMARZO","PRODUCCIONABRIL","PRODUCCIONMAYO","PRODUCCIONJUNIO","PRODUCCIONJULIO","PRODUCCIONAGOSTO","PRODUCCIONSEPTIEMBRE","PRODUCCIONOCTUBRE","PRODUCCIONNOVIEMBRE","PRODUCCIONDICIEMBRE","MIXCLASICO","NOFIDELIZADOSENERO","NOFIDELIZADOSFEBRERO","NOFIDELIZADOSMARZO","NOFIDELIZADOSABRIL","NOFIDELIZADOSMAYO","NOFIDELIZADOSJUNIO","NOFIDELIZADOSJULIO","NOFIDELIZADOSAGOSTO","NOFIDELIZADOSSEPTIEMBRE","NOFIDELIZADOSOCTUBRE","NOFIDELIZADOSNOVIEMBRE","NOFIDELIZADOSDICIEMBRE","NOFIDELIZADOS","NOPROPENSOS","NOINDECISOS","NOCAIDOS","NOINACTIVOS","OBJETIVONOFIDELIZADOST1","OBJETIVONOFIDELIZADOST2","OBJETIVONOFIDELIZADOST3","OBJETIVONOFIDELIZADOST4","RECIBIDOTARJETAACTUAL","OBJETIVO_ACTUAL","TJOU_CALC","OBJETIVO_TRIMESTRAL","FIDELIZADOS_MES_EN_CURSO","OPERACIONESPRIMAUNICA","PRODUCCIONENEROPAS","PRODUCCIONFEBREROPAS","PRODUCCIONMARZOPAS","PRODUCCIONABRILPAS","PRODUCCIONMAYOPAS","PRODUCCIONJUNIOPAS","PRODUCCIONJULIOPAS","PRODUCCIONAGOSTOPAS","PRODUCCIONSEPTIEMBREPAS","PRODUCCIONOCTUBREPAS","PRODUCCIONNOVIEMBREPAS","PRODUCCIONDICIEMBREPAS","RED","TJOU_IN","TENDENCIA_BRUTA","NUMERO_DE_APERTURAS_TARJETA_CO","FINANCIADO_TARJETA_TOTAL_PRODU","DIA_HABIL_MES_FORMULAS_TENDENC","TOTAL_DIAS_HABILE_MES_FORMULAS","TT_FORMULAS_TENDENCIA","DIA_HABIL_MES_AUTOMATICO_CARTE","TT_TENDENCIA_CARTERA","TT_AUTOM_TICA_CARTERA","TOTAL_D_AS_H_BILES_MES_CARTERA","DIAS_H_BILES_MES_TRANSCURRIDOS","OBJETIVO_PDV_S_ACTIVOS_MES","PDV_S_ACTIVOS_MES_A_O_ANTERIOR","PDV_S_ACTIVOS_MES_EN_CURSO","REALIZADO_M_12","DIAS_HABILES_MES_TRANSCURRIDOS","DIAS_HABILES_MES_TRANSCURRIDO0","TOTAL_DIAS_HABILES_MES_CARTERA","TTAUTOMATICA_CARTERA","TENDENCIA","TOTAL_FINANCIADO","PAGO_PARA_OBJETIVO","CREC_VS_A_O_ANTERIOR"
781899,"I","X-781899","00520000000otT7AAI","","201G","012200000008eNgAAI",16-FEB-24,"00520000000otT7AAI",,"",24-MAR-24,"201G","a092X00001gHp8CQAS",,,,"400",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"",0,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,
782029,"I","X-782029","00520000000otT7AAI","","205D","012200000008eNgAAI",16-FEB-24,"00520000000otT7AAI",,"",24-MAR-24,"205D","a092X00001kcCWlQAM",,,,"400",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"",0,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,
